id,sales
3001001,-23.29255
3001002,-6.9778934
3001003,-2.5844445
3001004,-21.678318
3001005,105.9676
3001006,-22.112127
3001007,22.347834
3001008,63.729496
3001009,-12.5560055
3001010,-22.112127
3001011,166.42464
3001012,82.63709
3001013,-22.214512
3001014,-22.112127
3001015,215.11046
3001016,31.680622
3001017,4136.842
3001018,28.267862
3001019,-22.112127
3001020,-15.590952
3001021,-17.393478
3001022,-13.180977
3001023,1968.7533
3001024,-15.202963
3001025,216.98158
3001026,-15.590952
3001027,812.8147
3001028,407.25955
3001029,91.492004
3001030,103.897606
3001031,73.032036
3001032,3177.2927
3001033,-7.7592545
3001034,-16.771376
3001035,19.0126
3001036,19.77899
3001037,-15.157143
3001038,99.26114
3001039,-15.590952
3001040,9.382101
3001041,75.68994
3001042,9.807424
3001043,-15.590952
3001044,171.48976
3001045,153.33542
3001046,-15.6933365
3001047,-15.590952
3001048,151.32137
3001049,38.201794
3001050,4002.608
3001051,-36.61865
3001052,-15.590952
3001053,-17.48545
3001054,-19.287975
3001055,15.919953
3001056,1981.4998
3001057,-17.097462
3001058,274.12112
3001059,-17.48545
3001060,1212.7257
3001061,526.5809
3001062,187.58226
3001063,149.02269
3001064,102.13297
3001065,3361.2869
3001066,-9.653752
3001067,-18.665873
3001068,48.113537
3001069,52.506992
3001070,-17.051641
3001071,190.16985
3001072,-17.48545
3001073,77.43927
3001074,108.70769
3001075,42.53544
3001076,-17.48545
3001077,205.88858
3001078,236.68633
3001079,-17.587835
3001080,-17.48545
3001081,174.62405
3001082,36.307293
3001083,4189.224
3001084,31.438501
3001085,-17.48545
3001086,-19.187372
3001087,-20.989897
3001088,14.218036
3001089,2384.5417
3001090,-18.799383
3001091,285.5813
3001092,-19.187372
3001093,1017.0983
3001094,524.87897
3001095,185.88036
3001096,128.8861
3001097,100.43105
3001098,3893.0698
3001099,-11.355674
3001100,-20.367794
3001101,46.411617
3001102,50.805073
3001103,-18.753563
3001104,157.88841
3001105,-19.187372
3001106,75.73735
3001107,117.11904
3001108,40.83352
3001109,-19.187372
3001110,149.19725
3001111,200.23036
3001112,-19.289757
3001113,-19.187372
3001114,172.92213
3001115,34.605373
3001116,4271.154
3001117,29.736582
3001118,-19.187372
3001119,-20.372208
3001120,-22.174732
3001121,13.033198
3001122,1875.8923
3001123,-19.984219
3001124,152.8944
3001125,-20.372208
3001126,1019.38464
3001127,104.33601
3001128,66.35538
3001129,149.4227
3001130,99.246216
3001131,2997.4998
3001132,-12.540509
3001133,-21.55263
3001134,45.22678
3001135,49.620235
3001136,-19.938398
3001137,164.43156
3001138,-20.372208
3001139,-43.787632
3001140,115.934204
3001141,39.64868
3001142,-20.372208
3001143,148.01242
3001144,80.705376
3001145,-20.474592
3001146,-20.372208
3001147,216.85037
3001148,65.02632
3001149,3850.6113
3001150,28.551744
3001151,-20.372208
3001152,15.973435
3001153,14.170911
3001154,61.010635
3001155,3634.7197
3001156,16.361423
3001157,369.41238
3001158,15.973435
3001159,1299.7507
3001160,999.46826
3001161,456.0063
3001162,156.23524
3001163,129.64372
3001164,4928.832
3001165,23.80514
3001166,14.793015
3001167,93.204254
3001168,112.63291
3001169,16.407246
3001170,339.3495
3001171,15.973435
3001172,212.22296
3001173,167.88318
3001174,167.34088
3001175,15.973435
3001176,204.27888
3001177,342.4104
3001178,15.871049
3001179,15.973435
3001180,231.86725
3001181,41.218426
3001182,3400.142
3001183,166.22221
3001184,15.973435
3001185,-6.382707
3001186,-8.185232
3001187,27.022692
3001188,2609.3213
3001189,-5.994719
3001190,576.89386
3001191,-6.382707
3001192,924.13727
3001193,1169.1567
3001194,259.1319
3001195,163.4122
3001196,113.23573
3001197,3619.2344
3001198,1.4489925
3001199,-7.5631285
3001200,59.216255
3001201,67.58122
3001202,-5.948898
3001203,278.12015
3001204,-6.382707
3001205,98.91273
3001206,131.03099
3001207,113.1646
3001208,-6.382707
3001209,162.00192
3001210,321.9638
3001211,-6.485092
3001212,-6.382707
3001213,230.83987
3001214,79.015816
3001215,2512.3953
3001216,104.99289
3001217,-6.382707
3001218,-7.7766175
3001219,-9.579141
3001220,25.628786
3001221,2756.9167
3001222,-7.3886294
3001223,351.75882
3001224,-7.7766175
3001225,903.9903
3001226,541.57294
3001227,263.21506
3001228,158.6979
3001229,108.52143
3001230,3633.1128
3001231,0.055082053
3001232,-8.957039
3001233,57.822365
3001234,66.18731
3001235,-7.3428082
3001236,234.53017
3001237,-7.7766175
3001238,155.07689
3001239,122.388016
3001240,111.770676
3001241,-7.7766175
3001242,160.608
3001243,229.86305
3001244,-7.8790026
3001245,-7.7766175
3001246,184.33289
3001247,41.221027
3001248,4265.3667
3001249,109.07611
3001250,-7.7766175
3001251,13.62876
3001252,11.826236
3001253,65.942116
3001254,3265.0476
3001255,14.016747
3001256,629.89325
3001257,13.62876
3001258,1195.9756
3001259,1112.1489
3001260,307.88086
3001261,219.71675
3001262,178.01668
3001263,4388.099
3001264,21.46046
3001265,12.4483385
3001266,98.13573
3001267,102.52916
3001268,14.06257
3001269,302.9938
3001270,13.62876
3001271,230.3781
3001272,165.97891
3001273,200.95471
3001274,13.62876
3001275,336.29233
3001276,414.80588
3001277,13.526376
3001278,13.62876
3001279,408.92465
3001280,102.27847
3001281,4354.6177
3001282,184.3774
3001283,13.62876
3001284,-28.681688
3001285,-30.484213
3001286,119.68282
3001287,2694.3628
3001288,-28.2937
3001289,458.97495
3001290,-28.681688
3001291,1089.6454
3001292,1187.598
3001293,440.5275
3001294,141.11319
3001295,90.93674
3001296,4935.8887
3001297,-20.849989
3001298,-29.86211
3001299,151.87639
3001300,160.24136
3001301,-28.247879
3001302,369.92447
3001303,-28.681688
3001304,197.04999
3001305,226.55534
3001306,205.82472
3001307,-28.681688
3001308,139.70291
3001309,379.31836
3001310,-28.784073
3001311,-28.681688
3001312,163.4278
3001313,25.111052
3001314,3451.0554
3001315,194.86949
3001316,-28.681688
3001317,-28.206318
3001318,-30.008842
3001319,46.306267
3001320,2769.1409
3001321,-26.268179
3001322,383.72278
3001323,-28.206318
3001324,1194.4354
3001325,869.8897
3001326,250.17131
3001327,163.98299
3001328,113.8065
3001329,4108.3755
3001330,-20.374617
3001331,-29.38674
3001332,107.55975
3001333,86.86483
3001334,-27.772509
3001335,237.45297
3001336,-28.206318
3001337,173.87877
3001338,153.1788
3001339,132.44821
3001340,-28.206318
3001341,106.86362
3001342,322.34476
3001343,-28.206318
3001344,80.514786
3001345,163.9032
3001346,25.586422
3001347,3223.233
3001348,127.87801
3001349,-28.206318
3001350,-34.34294
3001351,-36.145466
3001352,-6.099012
3001353,1481.149
3001354,-33.954952
3001355,193.02046
3001356,-34.34294
3001357,718.90454
3001358,415.1565
3001359,170.19302
3001360,135.45197
3001361,85.27547
3001362,2672.425
3001363,-26.51123
3001364,-35.52336
3001365,26.094564
3001366,32.405914
3001367,-33.90913
3001368,184.3014
3001369,-34.34294
3001370,96.88773
3001371,55.154408
3001372,77.98926
3001373,-34.34294
3001374,102.21062
3001375,210.97568
3001376,-34.445328
3001377,-34.34294
3001378,89.28817
3001379,51.055588
3001380,3514.3071
3001381,67.566734
3001382,-34.34294
3001383,-14.785584
3001384,-16.58811
3001385,18.619818
3001386,2009.5421
3001387,-14.397596
3001388,344.74982
3001389,-14.785584
3001390,806.5806
3001391,598.69226
3001392,220.21286
3001393,155.00931
3001394,129.68683
3001395,2611.614
3001396,-6.953885
3001397,-15.966005
3001398,50.813393
3001399,59.17835
3001400,-14.351774
3001401,211.07384
3001402,-14.785584
3001403,148.06792
3001404,125.492325
3001405,104.76171
3001406,-14.785584
3001407,593.5146
3001408,278.2553
3001409,-14.887969
3001410,-14.785584
3001411,219.05998
3001412,39.007156
3001413,2676.0913
3001414,102.06715
3001415,-14.785584
3001416,52.33897
3001417,50.536446
3001418,99.977844
3001419,3841.3076
3001420,52.72696
3001421,719.7211
3001422,52.33897
3001423,1145.8633
3001424,1297.5128
3001425,404.8387
3001426,222.7856
3001427,199.85658
3001428,4317.5522
3001429,60.170673
3001430,51.158546
3001431,132.17143
3001432,247.90704
3001433,52.77278
3001434,382.97638
3001435,52.33897
3001436,336.79648
3001437,206.85036
3001438,312.7834
3001439,52.33897
3001440,258.30936
3001441,434.9849
3001442,52.236584
3001443,52.33897
3001444,355.11658
3001445,99.54218
3001446,5922.7275
3001447,290.79572
3001448,52.33897
3001449,-8.729127
3001450,-10.5316515
3001451,20.509283
3001452,2234.5994
3001453,-8.341139
3001454,401.17566
3001455,-8.729127
3001456,700.44073
3001457,768.06586
3001458,226.26932
3001459,156.89877
3001460,170.81012
3001461,2447.522
3001462,-0.89742905
3001463,-9.909548
3001464,52.702858
3001465,65.23482
3001466,-8.295317
3001467,207.23878
3001468,-8.729127
3001469,154.12437
3001470,131.5488
3001471,217.23962
3001472,-8.729127
3001473,159.65549
3001474,270.07315
3001475,-8.8315115
3001476,-8.729127
3001477,183.38037
3001478,45.063614
3001479,4392.5225
3001480,100.39563
3001481,-8.729127
3001482,-13.349192
3001483,-15.151714
3001484,-81.79883
3001485,1075.0645
3001486,-12.961201
3001487,289.2403
3001488,-13.349192
3001489,536.87524
3001490,385.2362
3001491,42.37398
3001492,80.22901
3001493,77.539604
3001494,2021.0431
3001495,-5.5174923
3001496,-14.5296135
3001497,-49.605255
3001498,-38.376045
3001499,-12.9153805
3001500,100.97161
3001501,-13.349192
3001502,47.649235
3001503,25.073675
3001504,12.63941
3001505,-13.349192
3001506,219.16183
3001507,137.1794
3001508,-13.451574
3001509,-13.349192
3001510,167.827
3001511,40.44355
3001512,3762.6367
3001513,-6.0794716
3001514,-13.349192
3001515,25.49068
3001516,23.688156
3001517,68.8069
3001518,3213.4849
3001519,25.87867
3001520,630.027
3001521,25.49068
3001522,945.30444
3001523,1014.92236
3001524,285.15875
3001525,195.28561
3001526,169.96312
3001527,3839.1174
3001528,33.32238
3001529,24.310259
3001530,101.00052
3001531,134.86247
3001532,25.92449
3001533,263.916
3001534,25.49068
3001535,223.75203
3001536,201.17645
3001537,188.74219
3001538,25.49068
3001539,189.46045
3001540,337.77866
3001541,25.388296
3001542,25.49068
3001543,257.17957
3001544,75.77082
3001545,4189.4395
3001546,170.0233
3001547,25.49068
3001548,23.949074
3001549,22.14655
3001550,76.85239
3001551,3340.158
3001552,24.337063
3001553,542.9893
3001554,23.949074
3001555,1256.2031
3001556,1036.4685
3001557,379.61545
3001558,193.74397
3001559,131.41737
3001560,4682.0522
3001561,28.48337
3001562,22.768652
3001563,109.04601
3001564,151.53946
3001565,24.382883
3001566,385.40985
3001567,23.949074
3001568,234.25566
3001569,174.45375
3001570,205.41914
3001571,23.949074
3001572,161.10345
3001573,409.86005
3001574,23.84669
3001575,23.949074
3001576,189.77371
3001577,70.129974
3001578,4164.141
3001579,224.87997
3001580,23.949074
3001581,-33.195503
3001582,-34.998028
3001583,30.006662
3001584,2705.8665
3001585,-32.807514
3001586,453.68033
3001587,-33.195503
3001588,1007.651
3001589,881.8971
3001590,266.9026
3001591,162.24535
3001592,136.92284
3001593,4328.211
3001594,-25.363804
3001595,-34.375923
3001596,62.200275
3001597,85.35953
3001598,-32.761692
3001599,265.49155
3001600,-33.195503
3001601,142.67677
3001602,141.56021
3001603,159.74788
3001604,-33.195503
3001605,133.69835
3001606,365.72787
3001607,-33.297886
3001608,-33.195503
3001609,158.914
3001610,77.84896
3001611,3492.2568
3001612,148.75696
3001613,-33.195503
3001614,125.72246
3001615,88.041534
3001616,178.03569
3001617,8365.783
3001618,88.0536
3001619,1340.2947
3001620,125.72246
3001621,2425.208
3001622,2224.2014
3001623,841.91547
3001624,420.63864
3001625,356.68155
3001626,8262.879
3001627,114.2963
3001628,86.2602
3001629,210.22932
3001630,515.1135
3001631,88.52576
3001632,643.6918
3001633,125.72246
3001634,741.587
3001635,619.3622
3001636,506.76987
3001637,125.72246
3001638,643.6884
3001639,990.2722
3001640,91.165306
3001641,125.72246
3001642,863.6044
3001643,312.864
3001644,11046.0625
3001645,582.62946
3001646,125.72246
3001647,-17.948437
3001648,-17.948437
3001649,-59.06101
3001650,1506.515
3001651,-17.560448
3001652,231.02509
3001653,-17.948437
3001654,766.8499
3001655,443.1973
3001656,96.08299
3001657,82.32124
3001658,56.998714
3001659,2115.8318
3001660,-10.116739
3001661,-19.128859
3001662,-47.26577
3001663,-13.49808
3001664,-17.514627
3001665,158.71027
3001666,-17.948437
3001667,23.93796
3001668,-4.1509676
3001669,-11.071874
3001670,-17.948437
3001671,121.79915
3001672,154.12544
3001673,-18.050821
3001674,-17.948437
3001675,161.3567
3001676,35.844303
3001677,4124.257
3001678,19.753176
3001679,-17.948437
3001680,14.9481945
3001681,13.145669
3001682,67.80292
3001683,2583.2087
3001684,15.336184
3001685,471.08392
3001686,14.9481945
3001687,1249.8882
3001688,998.69446
3001689,263.49393
3001690,216.54218
3001691,139.88951
3001692,4543.489
3001693,22.779894
3001694,13.767774
3001695,99.9965
3001696,108.36144
3001697,15.382004
3001698,265.5479
3001699,14.9481945
3001700,145.17006
3001701,164.56213
3001702,121.64071
3001703,14.9481945
3001704,228.40382
3001705,332.06912
3001706,14.84581
3001707,14.9481945
3001708,223.73549
3001709,86.88161
3001710,3851.6675
3001711,151.25024
3001712,14.9481945
3001713,-47.413742
3001714,-49.21627
3001715,-161.48212
3001716,1255.2836
3001717,-47.025757
3001718,230.3519
3001719,-47.413742
3001720,463.4875
3001721,118.39289
3001722,102.90145
3001723,58.170986
3001724,12.375299
3001725,2606.0205
3001726,-43.182228
3001727,-48.594162
3001728,-129.2885
3001729,-58.133106
3001730,-46.979935
3001731,106.781425
3001732,-47.413742
3001733,30.756445
3001734,8.180816
3001735,47.48781
3001736,-47.413742
3001737,120.970924
3001738,165.5746
3001739,-47.51613
3001740,-47.413742
3001741,144.6958
3001742,20.657116
3001743,3638.3447
3001744,-15.244305
3001745,-47.413742
3001746,2.1553006
3001747,0.35277694
3001748,35.560696
3001749,2505.3752
3001750,2.543289
3001751,406.73035
3001752,2.1553006
3001753,1064.6831
3001754,687.4744
3001755,237.15375
3001756,171.9502
3001757,146.62773
3001758,3699.4568
3001759,9.987
3001760,0.9748798
3001761,67.754295
3001762,76.11924
3001763,2.5891101
3001764,233.30583
3001765,2.1553006
3001766,165.0088
3001767,127.47151
3001768,129.99895
3001769,2.1553006
3001770,170.53992
3001771,242.38467
3001772,2.0529158
3001773,2.1553006
3001774,194.26482
3001775,87.55382
3001776,3238.3577
3001777,119.00805
3001778,2.1553006
3001779,18.345482
3001780,16.542957
3001781,51.75084
3001782,2753.2063
3001783,18.73347
3001784,629.6876
3001785,18.345482
3001786,1037.492
3001787,944.3298
3001788,271.22745
3001789,188.14038
3001790,156.03717
3001791,4194.3555
3001792,22.918505
3001793,17.16506
3001794,83.94447
3001795,92.30942
3001796,18.779293
3001797,253.79892
3001798,18.345482
3001799,136.84602
3001800,158.6234
3001801,152.1552
3001802,18.345482
3001803,161.15111
3001804,372.47543
3001805,18.243097
3001806,18.345482
3001807,197.09985
3001808,100.48531
3001809,4093.4421
3001810,117.19225
3001811,18.345482
3001812,-43.66899
3001813,-45.471516
3001814,-132.79425
3001815,1969.1494
3001816,-44.590607
3001817,188.63661
3001818,-43.66899
3001819,653.45703
3001820,385.18982
3001821,27.943796
3001822,20.103235
3001823,26.677868
3001824,2454.9924
3001825,-35.837288
3001826,-44.84941
3001827,-141.45578
3001828,-133.09079
3001829,-43.23518
3001830,36.805927
3001831,-43.66899
3001832,-40.399918
3001833,-66.77682
3001834,-68.03997
3001835,-43.66899
3001836,124.71561
3001837,85.25558
3001838,-45.080982
3001839,-43.66899
3001840,148.44052
3001841,16.614168
3001842,4121.2266
3001843,-27.57428
3001844,-43.66899
3001845,-6.585567
3001846,-8.388091
3001847,41.053257
3001848,2648.4565
3001849,-6.197579
3001850,542.0381
3001851,-6.585567
3001852,1074.4574
3001853,980.417
3001854,290.3093
3001855,177.44281
3001856,152.12035
3001857,4082.9478
3001858,1.2461326
3001859,-7.7659883
3001860,73.246895
3001861,129.2749
3001862,-6.1517577
3001863,338.54233
3001864,-6.585567
3001865,166.08347
3001866,147.92581
3001867,183.15457
3001868,-6.585567
3001869,161.79906
3001870,347.62112
3001871,-6.687952
3001872,-6.585567
3001873,185.52396
3001874,47.20718
3001875,3644.1462
3001876,172.16365
3001877,-6.585567
3001878,22.965704
3001879,21.16318
3001880,84.02816
3001881,2719.9434
3001882,23.353693
3001883,568.9783
3001884,22.965704
3001885,1064.4749
3001886,1015.9346
3001887,349.61353
3001888,204.64024
3001889,184.54411
3001890,3916.9185
3001891,30.797403
3001892,21.785282
3001893,116.22178
3001894,169.3772
3001895,23.399513
3001896,307.5237
3001897,22.965704
3001898,258.2667
3001899,188.02812
3001900,223.25691
3001901,22.965704
3001902,191.35031
3001903,353.76288
3001904,22.86332
3001905,22.965704
3001906,209.00446
3001907,99.137344
3001908,4611.2236
3001909,212.26599
3001910,22.965704
3001911,11.980423
3001912,10.177898
3001913,62.491783
3001914,2381.296
3001915,12.36841
3001916,534.0417
3001917,11.980423
3001918,1069.2737
3001919,937.2166
3001920,276.47583
3001921,189.9797
3001922,173.55887
3001923,3822.6394
3001924,19.812124
3001925,10.800001
3001926,94.68545
3001927,147.8409
3001928,12.414232
3001929,297.67456
3001930,11.980423
3001931,236.73036
3001932,166.49182
3001933,201.72058
3001934,11.980423
3001935,177.0165
3001936,385.32028
3001937,11.878038
3001938,115.41312
3001939,198.01923
3001940,83.34875
3001941,4703.8076
3001942,223.03543
3001943,11.980423
3001944,11.702149
3001945,9.899625
3001946,59.34099
3001947,3467.4187
3001948,12.0901375
3001949,717.3935
3001950,11.702149
3001951,1419.8031
3001952,1134.7566
3001953,309.03058
3001954,384.12363
3001955,158.80978
3001956,5439.468
3001957,19.53385
3001958,10.5217285
3001959,91.53463
3001960,132.70601
3001961,12.13596
3001962,356.83
3001963,11.702149
3001964,184.37117
3001965,166.21355
3001966,209.46289
3001967,11.702149
3001968,180.08679
3001969,376.55493
3001970,11.599765
3001971,11.702149
3001972,258.0336
3001973,54.451214
3001974,2669.5537
3001975,190.45135
3001976,11.702149
3001977,-1.2351801
3001978,-3.0377042
3001979,51.07817
3001980,3048.9927
3001981,-0.84719175
3001982,517.72864
3001983,-1.2351801
3001984,988.2187
3001985,1048.1987
3001986,257.41373
3001987,204.85278
3001988,171.49454
3001989,4020.0176
3001990,6.5965195
3001991,-2.4156015
3001992,83.27179
3001993,87.66523
3001994,-0.80137056
3001995,262.13034
3001996,-1.2351801
3001997,179.91093
3001998,153.97917
3001999,150.48753
3002000,-1.2351801
3002001,386.35373
3002002,323.556
3002003,-1.337565
3002004,-1.2351801
3002005,394.06073
3002006,87.41455
3002007,4630.164
3002008,133.91022
3002009,-1.2351801
3002010,1.7904031
3002011,-0.012120962
3002012,49.42924
3002013,3228.5408
3002014,2.1783912
3002015,544.9563
3002016,1.7904031
3002017,1969.0132
3002018,972.3535
3002019,298.68527
3002020,185.81879
3002021,145.40463
3002022,6075.797
3002023,9.622103
3002024,0.6099821
3002025,81.62288
3002026,137.65086
3002027,2.2242124
3002028,320.07608
3002029,1.7904031
3002030,226.54031
3002031,146.1885
3002032,191.53055
3002033,1.7904031
3002034,166.67502
3002035,366.6432
3002036,1.6880181
3002037,1.7904031
3002038,193.89992
3002039,55.583145
3002040,3699.102
3002041,180.53963
3002042,1.7904031
3002043,-13.54414
3002044,-15.346664
3002045,34.094704
3002046,2414.84
3002047,-13.156151
3002048,521.9174
3002049,-13.54414
3002050,1135.2177
3002051,784.29266
3002052,283.35074
3002053,170.48424
3002054,162.97499
3002055,3898.9802
3002056,-5.7124405
3002057,-14.72456
3002058,66.28832
3002059,122.31629
3002060,-13.110329
3002061,272.15005
3002062,-13.54414
3002063,211.20578
3002064,140.96724
3002065,176.196
3002066,-13.54414
3002067,154.84048
3002068,352.95294
3002069,-13.646524
3002070,87.01602
3002071,237.91187
3002072,40.248604
3002073,4149.578
3002074,157.47711
3002075,-13.54414
3002076,-34.120567
3002077,-35.92309
3002078,15.872487
3002079,2579.82
3002080,-33.73258
3002081,415.43094
3002082,-34.120567
3002083,926.8213
3002084,790.7488
3002085,236.48076
3002086,153.10155
3002087,127.77906
3002088,3406.593
3002089,-26.288866
3002090,-35.300987
3002091,48.06606
3002092,102.57945
3002093,-33.686756
3002094,251.57373
3002095,-34.120567
3002096,190.62943
3002097,120.39083
3002098,155.61958
3002099,-34.120567
3002100,134.26407
3002101,286.30844
3002102,-34.222954
3002103,-34.120567
3002104,157.98894
3002105,19.67217
3002106,4273.862
3002107,144.62866
3002108,-34.120567
3002109,-9.441165
3002110,-11.243687
3002111,23.769379
3002112,4181.1953
3002113,-9.053177
3002114,455.41138
3002115,-9.441165
3002116,1214.1389
3002117,916.5673
3002118,269.53107
3002119,160.15889
3002120,116.84268
3002121,4638.589
3002122,-1.6094646
3002123,-10.621586
3002124,55.96297
3002125,109.63681
3002126,-9.007356
3002127,266.8233
3002128,-9.441165
3002129,156.65382
3002130,128.28772
3002131,163.51648
3002132,-9.441165
3002133,159.44484
3002134,340.27347
3002135,-9.54355
3002136,-9.441165
3002137,182.66833
3002138,44.351585
3002139,2310.25
3002140,166.82536
3002141,-9.441165
3002142,82.154
3002143,80.35148
3002144,264.52972
3002145,9817.619
3002146,55.674576
3002147,1584.9368
3002148,82.154
3002149,2743.6982
3002150,2695.194
3002151,885.29706
3002152,599.8034
3002153,547.17834
3002154,10448.7
3002155,89.9857
3002156,80.97358
3002157,304.77487
3002158,454.33292
3002159,61.683697
3002160,781.75806
3002161,618.3052
3002162,768.92163
3002163,618.3052
3002164,598.0435
3002165,82.154
3002166,917.709
3002167,881.9736
3002168,82.05161
3002169,82.154
3002170,1108.4076
3002171,425.5057
3002172,13526.0
3002173,526.12506
3002174,82.154
3002175,85.99125
3002176,84.18873
3002177,235.574
3002178,9760.749
3002179,59.779667
3002180,1370.008
3002181,85.99125
3002182,2656.8105
3002183,2525.4456
3002184,878.21155
3002185,344.4772
3002186,429.78223
3002187,10824.282
3002188,93.822945
3002189,84.81083
3002190,228.28706
3002191,370.01273
3002192,60.05087
3002193,704.3736
3002194,638.1831
3002195,687.5229
3002196,541.81726
3002197,489.191
3002198,85.99125
3002199,1053.7538
3002200,981.1966
3002201,85.88886
3002202,188.90562
3002203,1114.3248
3002204,285.22275
3002205,8158.4814
3002206,450.49683
3002207,85.99125
3002208,31.555992
3002209,29.753471
3002210,175.90245
3002211,6438.833
3002212,31.943981
3002213,1158.514
3002214,31.555992
3002215,2485.6704
3002216,1899.294
3002217,872.3655
3002218,217.93849
3002219,259.36462
3002220,9574.797
3002221,39.387695
3002222,30.375568
3002223,168.61545
3002224,316.1196
3002225,31.989803
3002226,657.90985
3002227,429.58746
3002228,625.7976
3002229,435.29297
3002230,427.4657
3002231,31.555992
3002232,1052.0583
3002233,908.5897
3002234,31.453606
3002235,134.47029
3002236,794.4918
3002237,160.49292
3002238,3946.808
3002239,387.91168
3002240,31.555992
3002241,101.22424
3002242,99.42172
3002243,257.85852
3002244,8572.46
3002245,69.21744
3002246,1246.922
3002247,101.22424
3002248,2689.451
3002249,2447.6865
3002250,892.68756
3002251,299.89447
3002252,341.3208
3002253,10090.525
3002254,109.05594
3002255,100.04382
3002256,250.57152
3002257,400.1294
3002258,69.62269
3002259,722.6195
3002260,660.46765
3002261,697.5195
3002262,564.1018
3002263,495.04062
3002264,101.22424
3002265,846.7606
3002266,1017.31616
3002267,72.622215
3002268,101.22424
3002269,969.88513
3002270,244.73158
3002271,7328.822
3002272,459.6338
3002273,101.22424
3002274,17.244055
3002275,15.441527
3002276,161.59055
3002277,5184.1016
3002278,17.632044
3002279,1072.5461
3002280,17.244055
3002281,2395.6382
3002282,1744.822
3002283,769.42163
3002284,203.62659
3002285,245.05284
3002286,8362.06
3002287,25.075754
3002288,16.063633
3002289,154.30353
3002290,303.86124
3002291,17.677864
3002292,649.30975
3002293,564.19946
3002294,613.53925
3002295,423.0346
3002296,415.20734
3002297,17.244055
3002298,856.6627
3002299,830.7919
3002300,17.14167
3002301,222.84402
3002302,698.6952
3002303,146.18103
3002304,3559.0933
3002305,413.80118
3002306,17.244055
3002307,55.545334
3002308,53.742813
3002309,222.7731
3002310,7137.018
3002311,55.93332
3002312,1238.215
3002313,55.545334
3002314,2190.7944
3002315,2326.656
3002316,795.33923
3002317,405.53534
3002318,358.8171
3002319,8064.3203
3002320,63.37703
3002321,54.364914
3002322,215.4861
3002323,391.07928
3002324,55.97914
3002325,634.21594
3002326,181.34097
3002327,700.7573
3002328,510.2527
3002329,502.42538
3002330,55.545334
3002331,639.0599
3002332,930.4614
3002333,55.442947
3002334,55.545334
3002335,723.5568
3002336,233.81819
3002337,10104.224
3002338,462.87164
3002339,55.545334
3002340,-0.99938697
3002341,-2.8019114
3002342,49.129036
3002343,2146.7578
3002344,-0.6113987
3002345,422.99905
3002346,-0.99938697
3002347,1031.4324
3002348,643.38983
3002349,208.37378
3002350,155.599
3002351,163.9127
3002352,3049.5996
3002353,6.8323126
3002354,-2.1798084
3002355,40.46752
3002356,56.857216
3002357,-0.56557745
3002358,157.79753
3002359,-0.99938697
3002360,48.164642
3002361,101.06167
3002362,55.758324
3002363,-0.99938697
3002364,346.33142
3002365,242.07661
3002366,-1.1017718
3002367,-0.99938697
3002368,273.42825
3002369,95.22244
3002370,3362.8938
3002371,31.453035
3002372,-0.99938697
3002373,14.524238
3002374,12.721711
3002375,135.04465
3002376,4422.247
3002377,14.912225
3002378,685.62244
3002379,14.524238
3002380,1773.5466
3002381,1365.8037
3002382,527.96844
3002383,191.48257
